F-volt,V-volt,P-volt,Object,Object Name
4.853372434,4.843597263,4.995112414,S,SR
4.848484848,4.579667644,4.990224829,S,SR
0,1.945259042,0.102639296,S,SR
0,1.622678397,0.850439883,S,SR
4.853372434,5,4.990224829,S,SR
4.853372434,4.633431085,4.990224829,S,SR
0,1.862170088,0.117302053,S,SR
0,2.043010753,1.471163245,S,SR
0,1.226783969,1.480938416,S,SR
4.853372434,5,4.995112414,S,SR
4.853372434,4.569892473,4.990224829,S,SR
4.853372434,4.335288368,4.990224829,S,SR
0,2.170087977,0.449657869,S,SR
4.833822092,5,4.990224829,S,SR
4.848484848,4.68230694,4.990224829,S,SR
0,1.974584555,1.036168133,S,SR
4.848484848,4.965786901,4.990224829,S,SR
4.848484848,4.413489736,4.995112414,S,SR
4.848484848,4.017595308,4.995112414,S,SR
4.77028348,5,4.990224829,S,SR
0,1.671554252,4.648093842,S,SR
4.848484848,4.809384164,4.990224829,S,SR
0,1.871945259,0.434995112,S,SR
4.848484848,5,4.990224829,S,SR
4.848484848,4.501466276,4.990224829,S,SR
4.838709677,5,4.995112414,S,SR
4.853372434,4.428152493,4.990224829,S,SR
4.828934506,5,4.995112414,S,SR
4.848484848,4.599217986,4.990224829,S,SR
4.848484848,4.232649071,4.990224829,S,SR
0,2.15542522,0.923753666,S,SR
4.853372434,4.887585533,4.990224829,S,SR
4.848484848,4.384164223,4.990224829,S,SR
0,1.246334311,0.894428152,H,W
0.004887586,1.260997067,0.923753666,H,W
0,1.197458456,1.099706745,H,W
0,1.23655914,1.324535679,H,W
0,1.23655914,1.212121212,H,W
0.004887586,1.187683284,1.358748778,H,W
0,1.173020528,1.036168133,H,W
0.004887586,1.10459433,1.158357771,H,W
0,1.138807429,1.407624633,H,W
0,1.143695015,1.085043988,H,W
0,1.099706745,1.358748778,H,W
0,1.1485826,1.158357771,H,W
4.208211144,4.095796676,4.428152493,H,W
4.252199413,3.924731183,4.437927664,H,W
4.252199413,3.866080156,4.442815249,H,W
4.26686217,3.76344086,4.442815249,H,W
0,2.277614858,4.08113392,H,W
0.004887586,2.458455523,3.978494624,H,W
4.291300098,0.855327468,4.193548387,H,W
0,1.955034213,4.071358749,H,W
4.183773216,5,4.45259042,H,W
4.286412512,5,4.477028348,H,W
4.301075269,4.868035191,4.477028348,H,W
4.31085044,4.789833822,4.481915934,H,W
4.315738025,4.755620723,4.481915934,H,W
0.004887586,1.842619746,3.890518084,H,W
0.004887586,2.179863148,3.978494624,H,W
0.004887586,2.209188661,3.538611926,H,W
4.315738025,5,4.481915934,H,W
0.004887586,1.876832845,4.095796676,H,W
0,2.15542522,4.076246334,H,W
4.320625611,5,4.481915934,H,W
0,1.847507331,4.232649071,H,W
0.004887586,2.135874878,4.183773216,H,W
4.330400782,5,4.49657869,H,W
0.004887586,1.520039101,4.247311828,H,W
0,2.003910068,4.247311828,H,W
4.340175953,5,4.501466276,H,W
4.35483871,4.951124145,4.506353861,H,W
4.359726295,4.85826002,4.506353861,H,W
4.359726295,4.828934506,4.501466276,H,W
4.359726295,4.780058651,4.506353861,H,W
4.35483871,4.731182796,4.506353861,H,W
4.359726295,4.677419355,4.506353861,H,W
0.004887586,1.383186706,4.247311828,H,W
0.004887586,1.783968719,3.822091887,H,W
0.004887586,1.832844575,3.699902248,H,W
0.004887586,1.847507331,3.768328446,H,W
0.004887586,1.852394917,3.26001955,H,W
4.056695992,5,4.442815249,H,W
4.301075269,4.975562072,4.491691105,H,W
4.31085044,4.853372434,4.49657869,H,W
0.004887586,1.436950147,4.086021505,H,W
0,1.573802542,3.910068426,H,W
0,1.568914956,3.822091887,H,W
4.31085044,5,4.501466276,H,W
4.35483871,4.921798631,4.501466276,H,W
4.364613881,4.81427175,4.506353861,H,W
4.364613881,4.696969697,4.506353861,H,W
4.369501466,4.6285435,4.506353861,H,W
4.379276637,4.579667644,4.506353861,H,W
4.389051808,4.565004888,4.511241447,H,W
0,1.603128055,4.232649071,H,W
0.004887586,1.793743891,3.99315738,H,W
0.004887586,1.793743891,3.866080156,H,W
0.004887586,1.798631476,3.572825024,H,W
4.359726295,5,4.506353861,H,W
4.384164223,4.965786901,4.511241447,H,W
4.393939394,4.897360704,4.516129032,H,W
0.004887586,1.129032258,4.227761486,H,W
0.004887586,1.906158358,4.08113392,H,W
0,1.911045943,3.778103617,H,W
0.004887586,1.896383187,3.514173998,H,W
0,1.920821114,3.30400782,H,W
0.004887586,1.920821114,3.088954057,H,W
0.004887586,1.940371457,3.084066471,H,W
0.004887586,1.955034213,3.142717498,H,W
0,1.940371457,2.991202346,H,W
4.379276637,5,4.511241447,H,W
4.403714565,4.931573803,4.516129032,H,W
4.418377322,4.833822092,4.516129032,H,W
0.004887586,1.461388074,4.237536657,H,W
0.004887586,1.979472141,4.086021505,H,W
0,1.915933529,3.94916911,H,W
0,1.979472141,3.954056696,H,W
3.89540567,3.396871945,4.423264907,H,W
4.413489736,5,4.511241447,H,W
4.428152493,4.980449658,4.516129032,H,W
0.004887586,2.003910068,4.046920821,H,W
0.004887586,2.106549365,4.071358749,H,W
