F-volt,V-volt,P-volt,Object,Object type
0,0.312805474,4.066471163,H,PLA
0,0.307917889,4.110459433,H,PLA
0,0.386119257,4.071358749,H,PLA
0,0.386119257,4.095796676,H,PLA
0,0.464320626,4.086021505,H,PLA
4.149560117,3.831867058,4.491691105,H,PLA
4.393939394,4.936461388,4.545454545,H,PLA
4.403714565,4.970674487,4.550342131,H,PLA
4.418377322,4.907135875,4.545454545,H,PLA
4.408602151,4.907135875,4.555229717,H,PLA
4.413489736,4.877810362,4.550342131,H,PLA
0.381231672,0,4.095796676,H,PLA
0.219941349,0.014662757,4.086021505,H,PLA
0.18572825,0.107526882,4.061583578,H,PLA
4.340175953,4.032258065,4.555229717,H,PLA
4.379276637,4.359726295,4.545454545,H,PLA
4.384164223,4.379276637,4.560117302,H,PLA
4.393939394,4.330400782,4.555229717,H,PLA
0.327468231,0.332355816,4.105571848,H,PLA
0.048875855,0.288367546,4.144672532,H,PLA
0.058651026,0.342130987,4.076246334,H,PLA
4.403714565,5,4.574780059,H,PLA
4.413489736,5,4.569892473,H,PLA
4.423264907,5,4.574780059,H,PLA
4.428152493,5,4.569892473,H,PLA
4.428152493,5,4.574780059,H,PLA
0.293255132,0.219941349,4.095796676,H,PLA
0.146627566,0.146627566,4.095796676,H,PLA
0.097751711,0.166177908,4.090909091,H,PLA
0,0.249266862,4.076246334,H,PLA
4.379276637,4.31085044,4.555229717,H,PLA
4.403714565,4.545454545,4.550342131,H,PLA
0.566959922,0.50342131,4.115347019,H,PLA
0,0.332355816,4.115347019,H,PLA
0,0.395894428,4.090909091,H,PLA
0,0.41544477,4.086021505,H,PLA
0,0.425219941,4.090909091,H,PLA
4.369501466,4.398826979,4.550342131,H,PLA
4.408602151,4.784946237,4.569892473,H,PLA
4.418377322,4.784946237,4.555229717,H,PLA
4.423264907,4.760508309,4.565004888,H,PLA
4.423264907,4.809384164,4.560117302,H,PLA
4.423264907,4.696969697,4.560117302,H,PLA
4.428152493,4.731182796,4.569892473,H,PLA
4.428152493,4.643206256,4.569892473,H,PLA
